country,sector,gross_amt,net_amt,from,to,transaction_id,transaction_date,amount,transaction_type,account_number,merchant_name,category,location,city,state,currency,card_type,card_number,card_expiry_date,transaction_description,transaction_code,transaction_status,transaction_time,transaction_fee,recipient_name,recipient_account_number,recipient_bank_name,exchange_rate,notes
Japan,Non-Profit,1055.79,5811.75,Account Q,Health Clinic X,581,10/23/2022,1767.09,withdrawal,5235174957,Avavee,food,608 Declaration Lane,Yokotemachi,,JPY,mastercard,6759852563134745,2/15/2028,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,B2,failed,6:22 PM,15.47,Haydon Cornforth,6722945391,Jabberbean,1.0584,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
Canada,Consulting,1200.98,2426.39,Account X,Supplier Connect,582,1/29/2022,9353.1,withdrawal,5870900089,Demizz,entertainment,642 Green Circle,Smiths Falls,ON,CAD,visa,3531139149857250,4/1/2024,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,B2,failed,2:51 PM,16.02,Berthe Yurkiewicz,7447948599,Bluezoom,1.4252,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
Jordan,Telecommunications,3819.15,4296.34,Account R,E-commerce Store B,583,9/19/2022,3342.33,deposit,4081854780,Meedoo,utilities,76 Elgar Point,Al Quwaysimah,,JOD,visa,67630972298193449,9/17/2029,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,B2,completed,2:07 AM,17.73,Jerald Rawlinson,3995631275,Fliptune,1.5025,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo."
Brazil,Services,116.41,9135.83,Account B,E-commerce Store B,584,9/16/2022,3695.26,deposit,4067385303,Yamia,food,3394 Redwing Trail,Aguaí,,BRL,amex,3530104449520702,9/27/2023,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,C3,completed,3:01 AM,7.33,Sammy Arboin,4955997960,Mita,0.5484,
Indonesia,Real Estate,1997.22,5143.2,Account V,Medical Practice Y,585,3/13/2022,9277.41,deposit,5566272397,Skipstorm,transportation,67076 Rusk Alley,Kowingir,,IDR,visa,4844078708276744,7/24/2022,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,A1,pending,7:32 AM,36.94,Lawry Thebeaud,3307771911,Meeveo,0.6316,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo."
China,Manufacturing,9759.38,7242.38,Account M,Clinic W,586,12/9/2022,5204.83,deposit,2689898163,Vidoo,utilities,2 Ruskin Way,Pingshan,,CNY,amex,3545554033089253,8/19/2026,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,A1,completed,10:19 AM,20.32,Henrietta Acreman,1068944780,Yata,1.7241,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
Canada,Manufacturing,872.24,4678.21,Account L,Medical Practice Y,587,11/29/2022,7585.43,withdrawal,9334855620,Viva,utilities,57 Sutherland Place,Viking,AB,CAD,mastercard,5018631465459734165,2/25/2027,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,A1,pending,3:17 PM,2.98,Guthrey Petrak,2169449662,Gabcube,0.8977,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
China,Hospitality,4196.71,52.39,Account V,Wellness Center A,588,1/22/2022,1084.78,transfer,1207712004,Eabox,entertainment,5 Cascade Court,Duqiong,,CNY,mastercard,4017954318563161,3/29/2024,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,B2,completed,8:39 AM,44.97,Fredrick Skase,9530979901,Zoomdog,1.5565,
Russia,Services,2696.58,6576.79,Account A,Supplier Green,589,7/25/2022,6750.7,deposit,8542240681,Dablist,food,88951 Pennsylvania Road,Suna,,RUB,visa,3567734241456030,9/21/2022,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,A1,failed,10:29 PM,22.52,Georgina Ballinger,8389529427,Eare,0.7321,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
France,Finance,1196.97,4393.31,Account N,Supplier Innovations,590,2/24/2022,813.76,transfer,7704260352,Realcube,food,43811 Graedel Hill,Meylan,B9,EUR,amex,6379824439839641,9/10/2023,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,C3,completed,6:24 PM,13.47,Rowe Brisson,3791267126,Yakijo,1.2984,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
Iraq,Technology,3933.12,6027.86,Account U,Health Clinic X,591,4/25/2022,3107.34,deposit,7314230119,Devpoint,entertainment,3046 Armistice Road,Nāḩīyat Saddat al Hindīyah,,IQD,mastercard,5108753579551718,9/11/2030,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,C3,pending,6:23 AM,45.68,Alwin Vaen,4726753913,Dynazzy,1.5266,
Micronesia,E-commerce,3735.65,4440.77,Account O,Clinic W,592,11/3/2022,1448.25,withdrawal,3502333660,Fiveclub,utilities,698 Eggendart Hill,Kolonia Town,,USD,mastercard,374622918903559,7/29/2023,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,B2,pending,12:20 PM,4.39,Margo Hayton,7366322828,Pixope,1.5969,
Indonesia,Telecommunications,8312.8,3897.03,Account W,Retailer Hub,593,9/24/2022,2678.43,withdrawal,5110172523,Meedoo,entertainment,26771 Mesta Avenue,Cibangun Tengah,,IDR,mastercard,3529778402921156,1/10/2027,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,C3,pending,2:22 PM,31.4,Osbert Losselyong,2228132435,Divavu,1.8206,
Indonesia,Entertainment,6464.21,8819.38,Account V,Pharmacy Chain A,594,10/29/2022,4644.97,withdrawal,5599243063,Dazzlesphere,transportation,014 Dunning Plaza,Cikijing,,IDR,visa,3535043877983823,6/2/2026,a pede posuere nonummy integer non velit donec diam neque vestibulum,B2,failed,8:49 AM,40.5,Rahel Hassewell,5629461029,Twitterworks,1.9404,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
Philippines,Non-Profit,8320.58,3002.72,Account T,Merchant A,595,4/23/2022,9532.42,withdrawal,1413612055,Centizu,food,4717 Ryan Terrace,Maramag,,PHP,visa,3569021571011504,9/10/2024,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,B2,failed,10:19 AM,48.72,Carlos Mackett,6297891648,Rhybox,1.4574,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
Vietnam,Automotive,6757.29,9590.49,Account T,E-commerce Store B,596,4/18/2022,1067.04,withdrawal,3985964983,Talane,utilities,2 Green Ridge Street,Bắc Ninh,,VND,visa,3532081652785818,8/16/2023,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,C3,pending,1:37 AM,16.35,Nataline Patria,1890449369,Agimba,0.9973,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
China,Retail,3261.9,1425.51,Account V,Client Services Group,597,12/6/2022,7498.25,withdrawal,4437040985,Voonix,food,54 Buena Vista Center,Jiangluo,,CNY,amex,3529362746784834,2/14/2029,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,A1,pending,10:06 PM,9.31,Errol Silcocks,1006463628,Dabtype,1.7488,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
Russia,E-commerce,7369.28,9941.89,Account O,Merchant A,598,4/28/2022,4732.91,withdrawal,5844462768,Trudoo,utilities,85611 Hermina Road,Kasli,,RUB,visa,4041376037986020,3/30/2030,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,B2,pending,12:45 AM,19.6,Adrea Draisey,8082276631,Shufflester,1.004,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
Palau,Automotive,6278.67,1508.57,Account D,Customer Care Center,599,1/13/2022,6366.92,deposit,1497741514,Katz,entertainment,0935 Harbort Alley,Ngetkib,,USD,mastercard,201961283655207,12/12/2030,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,B2,pending,6:33 PM,27.18,Joshuah Danaher,1558715863,Skilith,1.2873,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
Indonesia,Automotive,2122.66,1633.84,Account U,Wellness Center A,600,6/11/2022,9195.88,withdrawal,4416659845,Omba,utilities,3 Hansons Junction,Ceper,,IDR,amex,6706242933437258722,9/29/2024,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,A1,pending,10:01 AM,29.49,Monty Salkild,4334272625,Linkbuzz,1.8244,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue."
France,Entertainment,2810.01,8930.33,Account Y,Supplier Y,601,5/21/2022,8721.07,deposit,8561520041,Centimia,food,0 Twin Pines Park,Châteauroux,A3,EUR,mastercard,3534261536293423,5/3/2024,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,C3,completed,11:47 AM,48.27,Jeremias Suggey,4186291897,Demimbu,1.9693,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
Philippines,Insurance,9130.47,6668.63,Account T,Supplier Connect,602,6/14/2022,6090.87,transfer,8097370220,Avamba,utilities,22783 Oriole Hill,Taywanak Ilaya,,PHP,amex,3584568131011326,11/7/2022,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,B2,completed,3:55 PM,13.7,Ealasaid Olenichev,4170181614,Fanoodle,1.0073,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
Czech Republic,Technology,1876.72,1735.18,Account E,Retailer Hub,603,4/10/2022,607.19,deposit,8730563252,Twiyo,entertainment,63125 Corry Circle,Malonty,,CZK,mastercard,491108993366643250,3/19/2024,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,C3,completed,4:45 PM,27.29,Justine Foxton,2050512285,Thoughtbeat,1.8741,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
Czech Republic,Finance,8978.65,8180.88,Account J,Buyer Network,604,3/31/2022,6048.99,withdrawal,1691591583,Shuffletag,food,4 Mitchell Terrace,Blansko,,CZK,amex,30447371927945,8/25/2030,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,A1,pending,4:01 PM,41.68,Leshia Ridout,1979927663,Centidel,0.5287,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
Russia,Services,1471.26,7399.05,Account K,Merchant A,605,6/9/2022,1404.03,deposit,6748324247,Blogtags,transportation,267 Village Green Drive,Sinegorskiy,,RUB,mastercard,3557646055199153,1/24/2025,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,C3,pending,1:12 AM,44.36,Jerome Carville,6296141294,Vidoo,1.8749,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
Philippines,Real Estate,328.19,4218.44,Account A,Customer Z,606,6/6/2022,6199.06,withdrawal,8411765423,Jabbercube,entertainment,6 Anniversary Hill,Ramain,,PHP,amex,3565429441442805,5/29/2023,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,C3,failed,8:24 AM,6.3,Dene Koppeck,5361253786,Demimbu,0.7456,
Philippines,Hospitality,9451.78,9363.66,Account X,Customer Delight,607,7/14/2022,4523.84,withdrawal,8685480517,Yotz,utilities,4 Gateway Terrace,Masipi West,,PHP,visa,5602248797803638,11/25/2028,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,B2,pending,10:21 AM,32.4,Alfie Briskey,5481835545,Kanoodle,1.2987,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
France,Non-Profit,7568.09,3718.87,Account L,Customer Delight,608,7/28/2022,6311.59,withdrawal,5917500508,Yoveo,utilities,2 Forest Pass,Mitry-Mory,A8,EUR,amex,3556284719678676,5/21/2022,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,B2,failed,6:20 PM,45.47,Bale Lepope,2004766248,Jaloo,0.5091,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
Argentina,Agriculture,9412.1,4309.11,Account W,Medical Practice Y,609,9/9/2022,4469.8,deposit,8912413069,Janyx,utilities,65033 Oakridge Terrace,Río Tercero,,ARS,mastercard,56022383549068449,3/3/2026,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,B2,pending,8:58 PM,37.83,Doro Grisenthwaite,1524094681,Gabtune,1.8937,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
Brazil,Services,3301.16,5657.33,Account D,Supplier Green,610,6/21/2022,9912.12,withdrawal,2350877531,Jaxworks,transportation,83893 Kedzie Point,Pato Branco,,BRL,mastercard,3547680488843676,6/3/2026,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,C3,pending,5:07 PM,39.09,Chevy Vowells,8821268910,Pixope,1.3416,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
China,Construction,6569.2,606.76,Account Z,Merchant A,611,9/5/2022,283.6,deposit,2428696575,Edgewire,food,083 Loomis Terrace,Zhengdonglu,,CNY,mastercard,4917819497531548,12/18/2028,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,A1,completed,10:22 PM,7.14,Abbe Hunnywell,1370534050,Yombu,1.0639,In congue. Etiam justo. Etiam pretium iaculis justo.
Honduras,Construction,529.88,7852.39,Account K,Customer Z,612,11/19/2022,1286.64,deposit,7465018395,BlogXS,entertainment,129 Prairieview Court,San José de Colinas,,HNL,visa,5610237622215266,3/18/2030,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,C3,completed,12:12 PM,32.55,Ibby Drescher,5856498542,Flashdog,1.973,
Croatia,Automotive,9401.31,1954.59,Account W,Supplier Y,613,9/6/2022,4653.72,deposit,4923048957,Kazu,transportation,8981 Porter Lane,Jankomir,,HRK,mastercard,4905267333271291261,10/23/2023,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,C3,failed,1:46 PM,38.52,Benjie Player,2178336121,Quimm,1.3824,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
